Date,Team,Relinquished,Notes,season,player_name,team_abbreviation,age,player_height,player_weight,gp,usg_pct,season-1
2018-02-01,Rockets,Eric Gordon,placed on IL with sore lower back,2017-18,Eric Gordon,HOU,29,193.04,97.52228,69,0.238,2017-18
2018-02-02,76ers,James Young,placed on IL,2017-18,James Young,PHI,22,198.12,97.52228,6,0.131,2017-18
2018-02-02,76ers,Timothe Luwawu-Cabarrot,placed on IL with gastroenteritis,2017-18,Timothe Luwawu-Cabarrot,PHI,23,198.12,90.7184,52,0.168,2017-18
2018-02-02,Bucks,Marshall Plumlee,placed on IL,2017-18,Marshall Plumlee,MIL,25,213.36,113.398,8,0.111,2017-18
2018-02-02,Celtics,Marcus Morris,bruised left hip (DTD),2017-18,,,,,,0,0,
2018-02-02,Nets,Isaiah Whitehead,placed on IL,2017-18,Isaiah Whitehead,BKN,23,193.04,96.615096,16,0.274,2017-18
2018-02-02,Suns,Isaiah Canaan,placed on IL with fractured left ankle,2017-18,Isaiah Canaan,OKC,27,182.88,91.171992,20,0.193,2017-18
2018-02-02,Warriors,Andre Iguodala,placed on IL for rest,2017-18,Andre Iguodala,GSW,34,198.12,97.52228,64,0.112,2017-18
2018-02-02,Warriors,David West,placed on IL for rest / personal reasons,2017-18,David West,GSW,37,205.74,113.398,73,0.223,2017-18
2018-02-02,Bucks,Malcolm Brogdon,partially torn quadriceps tendon in left leg (out indefinitely),2017-18,Malcolm Brogdon,MIL,25,195.58,97.52228,48,0.189,2017-18
2018-02-02,Raptors,Lorenzo Brown,placed on IL,2017-18,Lorenzo Brown,TOR,27,195.58,85.728888,14,0.123,2017-18
2018-02-02,Bucks,Malcolm Brogdon,placed on IL with partially torn quadriceps tendon in left leg,2017-18,Malcolm Brogdon,MIL,25,195.58,97.52228,48,0.189,2017-18
2018-02-03,Heat,Hassan Whiteside,illness (DTD),2017-18,Hassan Whiteside,MIA,29,213.36,120.20188,54,0.235,2017-18
2018-02-03,Jazz,Donovan Mitchell,flu (DTD),2017-18,Donovan Mitchell,UTA,21,190.5,97.52228,79,0.283,2017-18
2018-02-03,Jazz,Joe Johnson,rest (DTD),2017-18,Joe Johnson,HOU,37,200.66,108.86208,55,0.157,2017-18
2018-02-03,Pistons,Dwight Buycks,illness (DTD),2017-18,Dwight Buycks,DET,29,190.5,86.18248,29,0.266,2017-18
2018-02-03,Pistons,Luke Kennard,sore left big toe (DTD),2017-18,Luke Kennard,DET,22,195.58,90.7184,73,0.169,2017-18
2018-02-03,Spurs,Brandon Paul,back spasms (DTD),2017-18,Brandon Paul,SAS,27,193.04,90.7184,64,0.131,2017-18
2018-02-03,Warriors,Quinn Cook,placed on IL,2017-18,Quinn Cook,GSW,25,187.96,81.192968,33,0.176,2017-18
2018-02-03,Wizards,Mike Scott,illness (DTD),2017-18,Mike Scott,WAS,29,203.2,107.501304,76,0.194,2017-18
2018-02-04,Blazers,Shabazz Napier,placed on IL with sore left big toe,2017-18,Shabazz Napier,POR,26,185.42,79.3786,74,0.192,2017-18
2018-02-04,Bucks,D.J. Wilson,placed on IL,2017-18,D.J. Wilson,MIL,22,208.28,107.047712,22,0.127,2017-18
2018-02-04,Grizzlies,Tyreke Evans,placed on IL with illness,2017-18,Tyreke Evans,MEM,28,198.12,99.79024,52,0.277,2017-18
2018-02-04,Hawks,Ersan Ilyasova,placed on IL with illness,2017-18,Ersan Ilyasova,PHI,31,208.28,106.59412,69,0.183,2017-18
2018-02-04,Suns,Marquese Chriss,placed on IL,2017-18,Marquese Chriss,PHX,20,208.28,108.86208,72,0.176,2017-18
2018-02-04,Grizzlies,Myke Henry,placed on IL,2017-18,Myke Henry,MEM,25,198.12,95.25432,20,0.148,2017-18
2018-02-04,Bucks,Xavier Munford,placed on IL,2017-18,Xavier Munford,MIL,26,193.04,78.471416,6,0.184,2017-18
2018-02-04,Hawks,DeAndre' Bembry,strained left adductor (DTD),2017-18,DeAndre' Bembry,ATL,23,198.12,95.25432,26,0.179,2017-18
2018-02-04,Hawks,Tyler Cavanaugh,sprained right ankle (DTD),2017-18,Tyler Cavanaugh,ATL,24,205.74,107.954896,39,0.139,2017-18
2018-02-05,Blazers,Evan Turner,placed on IL with left calf injury,2017-18,Evan Turner,POR,29,200.66,99.79024,79,0.153,2017-18
2018-02-05,Bucks,Matthew Dellavedova,sprained right ankle (DTD),2017-18,Matthew Dellavedova,MIL,27,193.04,89.811216,38,0.134,2017-18
2018-02-05,Jazz,Georges Niang,placed on IL,2017-18,Georges Niang,UTA,25,198.12,104.779752,9,0.19,2017-18
2018-02-05,Mavericks,Harrison Barnes,placed on IL with sprained left ankle,2017-18,Harrison Barnes,DAL,26,203.2,102.0582,77,0.247,2017-18
2018-02-05,Pacers,Victor Oladipo,placed on IL with illness,2017-18,Victor Oladipo,IND,26,193.04,95.25432,75,0.295,2017-18
2018-02-05,Pistons,Brice Johnson,placed on IL,2017-18,Brice Johnson,LAC,24,208.28,104.32616,18,0.193,2017-18
2018-02-05,Pistons,Dwight Buycks,placed on IL with illness,2017-18,Dwight Buycks,DET,29,190.5,86.18248,29,0.266,2017-18
2018-02-05,Suns,Devin Booker,left hip pointer (DTD),2017-18,Devin Booker,PHX,21,198.12,95.25432,54,0.301,2017-18
2018-02-05,Pacers,Darren Collison,arthroscopic surgery on left knee (out indefinitely),2017-18,Darren Collison,IND,30,187.96,83.91452,69,0.17,2017-18
2018-02-05,Pacers,Darren Collison,placed on IL recovering from arthroscopic surgery on left knee,2017-18,Darren Collison,IND,30,187.96,83.91452,69,0.17,2017-18
2018-02-06,Bucks,John Henson,sore right hamstring (DTD),2017-18,John Henson,MIL,27,210.82,103.872568,76,0.149,2017-18
2018-02-06,Bucks,Matthew Dellavedova,placed on IL with sprained right ankle,2017-18,Matthew Dellavedova,MIL,27,193.04,89.811216,38,0.134,2017-18
2018-02-06,Celtics,Shane Larkin,placed on IL with sore right knee (DTD),2017-18,Shane Larkin,BOS,25,180.34,79.3786,54,0.153,2017-18
2018-02-06,Grizzlies,Deyonta Davis,sore knees (DTD),2017-18,Deyonta Davis,MEM,21,210.82,107.501304,62,0.144,2017-18
2018-02-06,Hawks,DeAndre' Bembry,placed on IL with strained left adductor,2017-18,DeAndre' Bembry,ATL,23,198.12,95.25432,26,0.179,2017-18
2018-02-06,Knicks,Kristaps Porzingis,torn ACL in left knee (out for season),2017-18,Kristaps Porzingis,NYK,22,220.98,108.86208,48,0.305,2017-18
2018-02-06,Nets,Quincy Acy,placed on IL with strained right middle finger,2017-18,Quincy Acy,BKN,27,200.66,108.86208,70,0.143,2017-18
2018-02-06,Rockets,Troy Williams,placed on IL,2017-18,Troy Williams,NYK,23,200.66,98.883056,21,0.192,2017-18
2018-02-06,Suns,Danuel House Jr.,placed on IL,2017-18,Danuel House Jr.,PHX,25,200.66,99.79024,23,0.16,2017-18
2018-02-06,Suns,Devin Booker,placed on IL with left hip pointer,2017-18,Devin Booker,PHX,21,198.12,95.25432,54,0.301,2017-18
2018-02-06,Warriors,Damian Jones,placed on IL,2017-18,Damian Jones,GSW,23,213.36,111.13004,15,0.143,2017-18
2018-02-07,Cavaliers,Derrick Rose,placed on IL for rest,2017-18,Derrick Rose,MIN,29,190.5,86.18248,25,0.245,2017-18
2018-02-07,Cavaliers,Iman Shumpert,placed on IL with plantar fasciitis in left foot (out for season),2017-18,Iman Shumpert,SAC,28,195.58,99.79024,14,0.125,2017-18
2018-02-07,Heat,Kelly Olynyk,strained left shoulder (DTD),2017-18,Kelly Olynyk,MIA,27,213.36,111.13004,76,0.213,2017-18
2018-02-07,Heat,Wayne Ellington,strained right shoulder (DTD),2017-18,Wayne Ellington,MIA,30,195.58,90.7184,77,0.167,2017-18
2018-02-07,Knicks,Ron Baker,surgery on right shoulder to repair dislocation (out for season),2017-18,Ron Baker,NYK,25,193.04,99.79024,29,0.102,2017-18
2018-02-07,Nets,Caris LeVert,placed on IL with sprained right knee,2017-18,Caris LeVert,BKN,23,200.66,92.079176,71,0.216,2017-18
2018-02-07,Pacers,T.J. Leaf,sore left calf (DTD),2017-18,,,,,,0,0,
2018-02-07,Rockets,Eric Gordon,sore lower back (DTD),2017-18,Eric Gordon,HOU,29,193.04,97.52228,69,0.238,2017-18
2018-02-07,Rockets,Ryan Anderson,sprained right ankle (DTD),2017-18,Ryan Anderson,HOU,30,208.28,108.86208,66,0.141,2017-18
2018-02-07,Spurs,Darrun Hilliard,placed on IL,2017-18,Darrun Hilliard,SAS,25,198.12,99.79024,14,0.119,2017-18
2018-02-07,Suns,Tyson Chandler,placed on IL for rest / sore neck,2017-18,Tyson Chandler,PHX,35,215.9,108.86208,46,0.105,2017-18
2018-02-07,Timberwolves,Amile Jefferson,placed on IL,2017-18,,,,,,0,0,
2018-02-07,Timberwolves,Marcus Georges-Hunt,placed on IL with illness,2017-18,Marcus Georges-Hunt,MIN,24,195.58,102.511792,42,0.111,2017-18
2018-02-08,Hawks,DeAndre' Bembry,strained left adductor (DTD),2017-18,DeAndre' Bembry,ATL,23,198.12,95.25432,26,0.179,2017-18
2018-02-08,Knicks,Enes Freedom,oral surgery (DTD),2017-18,,,,,,0,0,
2018-02-08,Knicks,Kristaps Porzingis,placed on IL with torn ACL in left knee (out for season),2017-18,Kristaps Porzingis,NYK,22,220.98,108.86208,48,0.305,2017-18
2018-02-08,Mavericks,Johnathan Motley,sprained left ankle (DTD),2017-18,Johnathan Motley,DAL,23,208.28,104.32616,11,0.24,2017-18
2018-02-08,Mavericks,Seth Curry,surgery on left leg to repair stress fracture (out for season),2017-18,,,,,,0,0,
2018-02-08,Thunder,Carmelo Anthony,placed on IL with sprained right ankle,2017-18,Carmelo Anthony,OKC,34,203.2,108.86208,78,0.223,2017-18
2018-02-08,Thunder,Russell Westbrook,placed on IL with sprained left ankle,2017-18,Russell Westbrook,OKC,29,190.5,90.7184,80,0.326,2017-18
2018-02-08,Blazers,Wade Baldwin IV,placed on IL,2017-18,Wade Baldwin IV,POR,22,193.04,91.625584,7,0.159,2017-18
2018-02-09,Clippers,Milos Teodosic,sore right foot (DTD),2017-18,Milos Teodosic,LAC,31,195.58,88.904032,45,0.178,2017-18
2018-02-09,Hawks,DeAndre' Bembry,strained left adductor (DTD),2017-18,DeAndre' Bembry,ATL,23,198.12,95.25432,26,0.179,2017-18
2018-02-09,Pacers,Ike Anigbogu,placed on IL,2017-18,Ike Anigbogu,IND,19,208.28,118.841104,11,0.179,2017-18
2018-02-09,Spurs,Tony Parker,tightness in back (DTD),2017-18,Tony Parker,SAS,36,187.96,83.91452,55,0.201,2017-18
2018-02-09,Spurs,Dejounte Murray,sprained left ankle (DTD),2017-18,Dejounte Murray,SAS,21,195.58,77.11064,81,0.201,2017-18
2018-02-10,Bucks,John Henson,sore right hamstring (DTD),2017-18,John Henson,MIL,27,210.82,103.872568,76,0.149,2017-18
2018-02-10,Bulls,Zach LaVine,placed on IL for rest / recovering from surgery on left knee,2017-18,Zach LaVine,CHI,23,195.58,83.91452,24,0.29,2017-18
2018-02-10,Grizzlies,Wayne Selden Jr.,sore right knee (DTD),2017-18,,,,,,0,0,
2018-02-10,Spurs,Tony Parker,placed on IL with tightness in back,2017-18,Tony Parker,SAS,36,187.96,83.91452,55,0.201,2017-18
2018-02-10,Suns,Tyler Ulis,back injury (DTD),2017-18,Tyler Ulis,PHX,22,177.8,72.57472,71,0.184,2017-18
2018-02-10,Wizards,Markieff Morris,illness (DTD),2017-18,Markieff Morris,WAS,28,208.28,111.13004,73,0.194,2017-18
2018-02-10,Nets,Milton Doyle,placed on IL,2017-18,Milton Doyle,BKN,24,193.04,81.64656,10,0.173,2017-18
2018-02-11,Jazz,Ricky Rubio,placed on IL with sore left hip,2017-18,Ricky Rubio,UTA,27,193.04,86.18248,77,0.222,2017-18
2018-02-11,Mavericks,Dirk Nowitzki,placed on IL with left ankle effusion / rest,2017-18,Dirk Nowitzki,DAL,40,213.36,111.13004,77,0.199,2017-18
2018-02-11,Mavericks,J.J. Barea,rest (DTD),2017-18,J.J. Barea,DAL,34,182.88,83.91452,69,0.243,2017-18
2018-02-11,Mavericks,Salah Mejri,stiff neck (DTD),2017-18,Salah Mejri,DAL,32,218.44,106.59412,61,0.126,2017-18
2018-02-11,Mavericks,Wes Matthews Jr.,placed on IL with tightness in lower back / rest,2017-18,,,,,,0,0,
2018-02-11,Pacers,T.J. Leaf,placed on IL with sore left calf,2017-18,,,,,,0,0,
2018-02-11,Spurs,LaMarcus Aldridge,sore right knee (DTD),2017-18,LaMarcus Aldridge,SAS,32,210.82,117.93392,75,0.288,2017-18
2018-02-11,Wizards,Tim Frazier,fractured nose (DTD),2017-18,Tim Frazier,WAS,27,185.42,77.11064,59,0.125,2017-18
2018-02-11,Grizzlies,Brice Johnson,placed on IL,2017-18,Brice Johnson,LAC,24,208.28,104.32616,18,0.193,2017-18
2018-02-12,Bulls,Antonio Blakeney,placed on IL,2017-18,Antonio Blakeney,CHI,21,193.04,89.357624,19,0.227,2017-18
2018-02-12,Pistons,Kay Felder,placed on IL,2017-18,Kay Felder,DET,23,175.26,79.832192,16,0.28,2017-18
2018-02-12,Pistons,Reggie Hearn,placed on IL,2017-18,Reggie Hearn,DET,26,195.58,95.25432,3,0.105,2017-18
2018-02-12,Spurs,LaMarcus Aldridge,placed on IL with sore right knee,2017-18,LaMarcus Aldridge,SAS,32,210.82,117.93392,75,0.288,2017-18
2018-02-12,Suns,Alec Peters,placed on IL,2017-18,Alec Peters,PHX,23,205.74,106.59412,20,0.151,2017-18
2018-02-12,Suns,Danuel House Jr.,placed on IL,2017-18,Danuel House Jr.,PHX,25,200.66,99.79024,23,0.16,2017-18
2018-02-12,Suns,Tyler Ulis,placed on IL with lower back injury,2017-18,Tyler Ulis,PHX,22,177.8,72.57472,71,0.184,2017-18
2018-02-12,Warriors,Draymond Green,placed on IL with sprained left index finger,2017-18,Draymond Green,GSW,28,200.66,104.32616,70,0.168,2017-18
2018-02-12,Jazz,Tony Bradley,gastroenteritis (DTD),2017-18,Tony Bradley,UTA,20,208.28,112.490816,9,0.158,2017-18
2018-02-13,Bucks,John Henson,placed on IL with sore right hamstring,2017-18,John Henson,MIL,27,210.82,103.872568,76,0.149,2017-18
2018-02-13,Knicks,Kristaps Porzingis,surgery on left knee to repair torn ACL (out for season),2017-18,Kristaps Porzingis,NYK,22,220.98,108.86208,48,0.305,2017-18
2018-02-13,Thunder,P.J. Dozier,placed on IL,2017-18,P.J. Dozier,OKC,21,198.12,92.98636,2,0.429,2017-18
2018-02-13,Thunder,Daniel Hamilton,placed on IL,2017-18,Daniel Hamilton,OKC,22,200.66,88.45044,6,0.2,2017-18
2018-02-14,76ers,Joel Embiid,sore right ankle (DTD),2017-18,Joel Embiid,PHI,24,213.36,113.398,63,0.33,2017-18
2018-02-14,76ers,Justin Anderson,placed on IL with sprained right ankle,2017-18,Justin Anderson,PHI,24,198.12,104.32616,38,0.188,2017-18
2018-02-14,Bulls,Omer Asik,placed on IL,2017-18,Omer Asik,CHI,31,213.36,115.66596,18,0.09,2017-18
2018-02-14,Grizzlies,Wayne Selden Jr.,placed on IL with sore right knee,2017-18,,,,,,0,0,
2018-02-14,Hawks,Dennis Schröder,tightness in lower back (DTD),2017-18,,,,,,0,0,
2018-02-14,Hawks,Ersan Ilyasova,placed on IL with sprained right shoulder,2017-18,Ersan Ilyasova,PHI,31,208.28,106.59412,69,0.183,2017-18
2018-02-14,Hawks,Kent Bazemore,rest (DTD),2017-18,Kent Bazemore,ATL,28,195.58,91.171992,65,0.221,2017-18
2018-02-14,Nets,Jahlil Okafor,tightness in left calf (DTD),2017-18,Jahlil Okafor,BKN,22,210.82,117.93392,28,0.216,2017-18
2018-02-14,Rockets,Eric Gordon,bruised right knee (DTD),2017-18,Eric Gordon,HOU,29,193.04,97.52228,69,0.238,2017-18
2018-02-14,Suns,Tyson Chandler,neck spasms (DTD),2017-18,Tyson Chandler,PHX,35,215.9,108.86208,46,0.105,2017-18
2018-02-14,Warriors,Patrick McCaw,placed on IL with fractured left wrist,2017-18,Patrick McCaw,GSW,22,200.66,83.91452,57,0.125,2017-18
2018-02-14,Wizards,Jason Smith,placed on IL with illness,2017-18,Jason Smith,WAS,32,213.36,108.86208,33,0.204,2017-18
2018-02-14,Wizards,Tim Frazier,placed on IL recovering from surgery to repair fractured nose,2017-18,Tim Frazier,WAS,27,185.42,77.11064,59,0.125,2017-18
2018-02-15,Lakers,Alex Caruso,placed on IL,2017-18,Alex Caruso,LAL,24,195.58,84.368112,37,0.128,2017-18
2018-02-15,Nuggets,Richard Jefferson,right wrist injury (DTD),2017-18,Richard Jefferson,DEN,38,200.66,105.686936,20,0.089,2017-18
2018-02-15,Nuggets,Torrey Craig,placed on IL with hamstring injury,2017-18,Torrey Craig,DEN,27,198.12,97.52228,39,0.116,2017-18
2018-02-16,Lakers,Channing Frye,appendectomy (out indefinitely),2017-18,Channing Frye,LAL,35,210.82,115.66596,53,0.151,2017-18
2018-02-17,Lakers,Channing Frye,appendectomy (out indefinitely),2017-18,Channing Frye,LAL,35,210.82,115.66596,53,0.151,2017-18
2018-02-22,Bulls,Justin Holiday,placed on IL,2017-18,Justin Holiday,CHI,29,198.12,83.91452,72,0.177,2017-18
2018-02-22,Bulls,Robin Lopez,placed on IL,2017-18,Robin Lopez,CHI,30,213.36,125.644984,64,0.203,2017-18
2018-02-22,Bulls,Ryan Arcidiacono,placed on IL,2017-18,Ryan Arcidiacono,CHI,24,190.5,88.45044,24,0.081,2017-18
2018-02-22,Clippers,Avery Bradley,placed on IL with athletic pubalgia / sports hernia (out for season),2017-18,Avery Bradley,LAC,27,187.96,81.64656,46,0.229,2017-18
2018-02-22,Grizzlies,Chandler Parsons,illness (DTD),2017-18,Chandler Parsons,MEM,29,208.28,104.32616,36,0.18,2017-18
2018-02-22,Hawks,Malcolm Delaney,strained right knee (DTD),2017-18,Malcolm Delaney,ATL,29,190.5,86.18248,54,0.166,2017-18
2018-02-22,Kings,De'Aaron Fox,placed on IL with conjunctivitis / pink eye,2017-18,De'Aaron Fox,SAC,20,190.5,79.3786,73,0.227,2017-18
2018-02-22,Kings,Jack Cooley,placed on IL,2017-18,Jack Cooley,SAC,27,208.28,124.284208,7,0.185,2017-18
2018-02-22,Kings,Kosta Koufos,placed on IL with illness,2017-18,Kosta Koufos,SAC,29,213.36,120.20188,71,0.15,2017-18
2018-02-22,Hawks,Antonius Cleveland,left ankle injury (DTD),2017-18,Antonius Cleveland,ATL,24,198.12,88.45044,17,0.107,2017-18
2018-02-23,Celtics,Kadeem Allen,placed on IL,2017-18,Kadeem Allen,BOS,25,190.5,90.7184,18,0.132,2017-18
2018-02-23,Clippers,Danilo Gallinari,sprained right hand (DTD),2017-18,Danilo Gallinari,LAC,29,208.28,102.0582,21,0.205,2017-18
2018-02-23,Jazz,Erik McCree,placed on IL,2017-18,Erik McCree,UTA,24,203.2,102.0582,4,0.158,2017-18
2018-02-23,Jazz,Raul Neto,sprained right ankle (DTD),2017-18,Raul Neto,UTA,26,185.42,81.192968,41,0.173,2017-18
2018-02-23,Lakers,Gary Payton II,placed on IL,2017-18,Gary Payton II,LAL,25,190.5,86.18248,23,0.162,2017-18
2018-02-23,Mavericks,Jalen Jones,placed on IL,2017-18,Jalen Jones,DAL,25,200.66,99.79024,16,0.193,2017-18
2018-02-23,Mavericks,Johnathan Motley,placed on IL,2017-18,Johnathan Motley,DAL,23,208.28,104.32616,11,0.24,2017-18
2018-02-23,Pacers,Ben Moore,placed on IL,2017-18,Ben Moore,IND,23,203.2,99.79024,2,0,2017-18
2018-02-23,Pacers,Ike Anigbogu,placed on IL,2017-18,Ike Anigbogu,IND,19,208.28,118.841104,11,0.179,2017-18
2018-02-23,Rockets,Eric Gordon,illness (DTD),2017-18,Eric Gordon,HOU,29,193.04,97.52228,69,0.238,2017-18
2018-02-23,Rockets,Markel Brown,placed on IL,2017-18,Markel Brown,HOU,26,190.5,86.18248,4,0.132,2017-18
2018-02-23,Spurs,Danny Green,illness (DTD),2017-18,Danny Green,SAS,31,198.12,97.52228,70,0.163,2017-18
2018-02-23,Spurs,Darrun Hilliard,placed on IL,2017-18,Darrun Hilliard,SAS,25,198.12,99.79024,14,0.119,2017-18
2018-02-23,Spurs,Derrick White,placed on IL,2017-18,Derrick White,SAS,23,193.04,86.18248,17,0.146,2017-18
2018-02-23,Suns,Tyson Chandler,placed on IL with neck spasms,2017-18,Tyson Chandler,PHX,35,215.9,108.86208,46,0.105,2017-18
2018-02-24,Bulls,Paul Zipser,left foot injury (DTD),2017-18,Paul Zipser,CHI,24,203.2,102.511792,54,0.156,2017-18
2018-02-24,Celtics,Aron Baynes,placed on IL with sprained left elbow,2017-18,Aron Baynes,BOS,31,208.28,117.93392,81,0.166,2017-18
2018-02-24,Celtics,Guerschon Yabusele,placed on IL,2017-18,Guerschon Yabusele,BOS,22,203.2,117.93392,33,0.146,2017-18
2018-02-24,Grizzlies,Marc Gasol,DNP,2017-18,Marc Gasol,MEM,33,215.9,115.66596,73,0.255,2017-18
2018-02-24,Grizzlies,Tyreke Evans,placed on IL with right rib injury,2017-18,Tyreke Evans,MEM,28,198.12,99.79024,52,0.277,2017-18
2018-02-24,Kings,JaKarr Sampson,placed on IL,2017-18,JaKarr Sampson,SAC,25,205.74,93.893544,22,0.124,2017-18
2018-02-24,Lakers,Lonzo Ball,placed on IL with sore left knee,2017-18,Lonzo Ball,LAL,20,198.12,86.18248,52,0.169,2017-18
2018-02-24,Lakers,Thomas Bryant,placed on IL,2017-18,Thomas Bryant,LAL,20,208.28,112.490816,15,0.161,2017-18
2018-02-24,Timberwolves,Jimmy Butler,placed on IL with meniscus injury in right knee,2017-18,Jimmy Butler,MIN,28,203.2,107.047712,59,0.245,2017-18
2018-02-24,Lakers,Channing Frye,recovering from appendectomy (DTD),2017-18,Channing Frye,LAL,35,210.82,115.66596,53,0.151,2017-18
2018-02-25,Spurs,Manu Ginobili,bruised sternum (DTD),2017-18,Manu Ginobili,SAS,40,198.12,92.98636,65,0.205,2017-18
2018-02-25,Timberwolves,Jimmy Butler,surgery on right knee to repair meniscus injury,2017-18,Jimmy Butler,MIN,28,203.2,107.047712,59,0.245,2017-18
2018-02-26,Bulls,Zach LaVine,placed on IL for rest / recovering from surgery on left knee,2017-18,Zach LaVine,CHI,23,195.58,83.91452,24,0.29,2017-18
2018-02-26,Hawks,Antonius Cleveland,placed on IL with left ankle injury,2017-18,Antonius Cleveland,ATL,24,198.12,88.45044,17,0.107,2017-18
2018-02-26,Hawks,DeAndre' Bembry,strained abdominal (DTD),2017-18,DeAndre' Bembry,ATL,23,198.12,95.25432,26,0.179,2017-18
2018-02-26,Kings,Garrett Temple,back injury (DTD),2017-18,Garrett Temple,SAC,32,198.12,88.45044,65,0.16,2017-18
2018-02-26,Lakers,Alex Caruso,placed on IL,2017-18,Alex Caruso,LAL,24,195.58,84.368112,37,0.128,2017-18
2018-02-26,Nets,Isaiah Whitehead,placed on IL,2017-18,Isaiah Whitehead,BKN,23,193.04,96.615096,16,0.274,2017-18
2018-02-26,Nets,Jahlil Okafor,illness (DTD),2017-18,Jahlil Okafor,BKN,22,210.82,117.93392,28,0.216,2017-18
2018-02-26,Nets,James Webb III,placed on IL,2017-18,James Webb III,BKN,24,205.74,91.625584,10,0.099,2017-18
2018-02-26,Raptors,Malachi Richardson,placed on IL,2017-18,Malachi Richardson,TOR,22,198.12,92.98636,26,0.149,2017-18
2018-02-26,Rockets,Brandan Wright,sore right knee (DTD),2017-18,Brandan Wright,MEM,30,208.28,106.59412,28,0.14,2017-18
2018-02-26,Rockets,Clint Capela,illness (DTD),2017-18,Clint Capela,HOU,24,208.28,108.86208,74,0.19,2017-18
2018-02-26,Rockets,Ryan Anderson,sore left groin/hip (DTD),2017-18,Ryan Anderson,HOU,30,208.28,108.86208,66,0.141,2017-18
2018-02-26,Warriors,Kevon Looney,placed on IL,2017-18,Kevon Looney,GSW,22,205.74,99.79024,66,0.121,2017-18
2018-02-27,Bulls,Justin Holiday,placed on IL,2017-18,Justin Holiday,CHI,29,198.12,83.91452,72,0.177,2017-18
2018-02-27,Cavaliers,Jeff Green,placed on IL with sore lower back,2017-18,Jeff Green,CLE,31,205.74,106.59412,78,0.19,2017-18
2018-02-27,Grizzlies,Deyonta Davis,left ankle injury (DTD),2017-18,Deyonta Davis,MEM,21,210.82,107.501304,62,0.144,2017-18
