Date,Team,Relinquished,Notes,season,player_name,team_abbreviation,age,player_height,player_weight,gp,usg_pct,season-1
2018-01-12,Knicks,Ramon Sessions,placed on IL,2017-18,Ramon Sessions,WAS,32,190.5,86.18248,28,0.187,2017-18
2018-01-12,Rockets,Tarik Black,eye injury (DTD),2017-18,Tarik Black,HOU,26,205.74,113.398,51,0.147,2017-18
2018-01-12,Suns,Josh Jackson,placed on IL with strained right hip,2017-18,Josh Jackson,PHX,21,203.2,90.7184,77,0.253,2017-18
2018-01-12,Suns,Marquese Chriss,placed on IL with strained right hip flexor,2017-18,Marquese Chriss,PHX,20,208.28,108.86208,72,0.176,2017-18
2018-01-12,Warriors,Omri Casspi,placed on IL with sore lower back,2017-18,Omri Casspi,GSW,30,205.74,102.0582,53,0.157,2017-18
2018-01-13,Clippers,C.J. Williams,placed on IL,2017-18,C.J. Williams,LAC,28,195.58,104.32616,38,0.134,2017-18
2018-01-13,Clippers,DeAndre Jordan,sprained left ankle (DTD),2017-18,DeAndre Jordan,LAC,29,210.82,120.20188,77,0.151,2017-18
2018-01-13,Jazz,Thabo Sefolosha,surgery on right knee (out for season),2017-18,Thabo Sefolosha,UTA,34,200.66,99.79024,38,0.162,2017-18
2018-01-13,Kings,Malachi Richardson,placed on IL,2017-18,Malachi Richardson,TOR,22,198.12,92.98636,26,0.149,2017-18
2018-01-13,Lakers,Thomas Bryant,placed on IL,2017-18,Thomas Bryant,LAL,20,208.28,112.490816,15,0.161,2017-18
2018-01-13,Mavericks,Jalen Jones,placed on IL,2017-18,Jalen Jones,DAL,25,200.66,99.79024,16,0.193,2017-18
2018-01-13,Nets,Tyler Zeller,sore left hip (DTD),2017-18,Tyler Zeller,MIL,28,213.36,113.398,66,0.157,2017-18
2018-01-13,Nuggets,Torrey Craig,placed on IL,2017-18,Torrey Craig,DEN,27,198.12,97.52228,39,0.116,2017-18
2018-01-13,Pistons,Stanley Johnson,placed on IL with hip injury,2017-18,Stanley Johnson,DET,22,200.66,111.13004,69,0.161,2017-18
2018-01-13,Spurs,Brandon Paul,placed on IL,2017-18,Brandon Paul,SAS,27,193.04,90.7184,64,0.131,2017-18
2018-01-13,Spurs,Darrun Hilliard,placed on IL,2017-18,Darrun Hilliard,SAS,25,198.12,99.79024,14,0.119,2017-18
2018-01-13,Warriors,Quinn Cook,placed on IL,2017-18,Quinn Cook,GSW,25,187.96,81.192968,33,0.176,2017-18
2018-01-14,Knicks,Ron Baker,placed on IL,2017-18,Ron Baker,NYK,25,193.04,99.79024,29,0.102,2017-18
2018-01-14,Pacers,Ben Moore,placed on IL,2017-18,Ben Moore,IND,23,203.2,99.79024,2,0,2017-18
2018-01-14,Suns,T.J. Warren,placed on IL with sore lower back,2017-18,T.J. Warren,PHX,24,203.2,97.52228,65,0.243,2017-18
2018-01-15,76ers,Richaun Holmes,gastroenteritis (DTD),2017-18,Richaun Holmes,PHI,24,208.28,106.59412,48,0.159,2017-18
2018-01-15,Jazz,Georges Niang,placed on IL,2017-18,Georges Niang,UTA,25,198.12,104.779752,9,0.19,2017-18
2018-01-15,Jazz,Thabo Sefolosha,placed on IL with surgery on right knee (out for season),2017-18,Thabo Sefolosha,UTA,34,200.66,99.79024,38,0.162,2017-18
2018-01-15,Knicks,Tim Hardaway Jr.,placed on IL,2017-18,Tim Hardaway Jr.,NYK,26,198.12,92.98636,57,0.229,2017-18
2018-01-15,Lakers,Brandon Ingram,sprained left ankle/knee (DTD),2017-18,Brandon Ingram,LAL,20,205.74,86.18248,59,0.218,2017-18
2018-01-15,Lakers,Lonzo Ball,sprained left knee (DTD),2017-18,Lonzo Ball,LAL,20,198.12,86.18248,52,0.169,2017-18
2018-01-15,Spurs,Kawhi Leonard,right quadriceps injury / rest (DTD),2017-18,Kawhi Leonard,SAS,27,200.66,104.32616,9,0.304,2017-18
2018-01-15,Spurs,Matt Costello,placed on IL,2017-18,Matt Costello,SAS,24,208.28,108.86208,4,0.071,2017-18
2018-01-15,Hawks,Andrew White III,placed on IL,2017-18,Andrew White III,ATL,25,200.66,95.25432,15,0.16,2017-18
2018-01-16,76ers,J.J. Redick,left fibula injury (DTD),2017-18,J.J. Redick,PHI,34,193.04,90.7184,70,0.206,2017-18
2018-01-16,Celtics,Abdel Nader,placed on IL with illness/flu,2017-18,Abdel Nader,BOS,24,198.12,104.32616,48,0.162,2017-18
2018-01-16,Mavericks,J.J. Barea,strained left groin (DTD),2017-18,J.J. Barea,DAL,34,182.88,83.91452,69,0.243,2017-18
2018-01-16,Nuggets,Juan Hernangomez,placed on IL,2017-18,,,,,,0,0,
2018-01-16,Spurs,Manu Ginobili,bruised right thigh (DTD),2017-18,Manu Ginobili,SAS,40,198.12,92.98636,65,0.205,2017-18
2018-01-16,Suns,Danuel House Jr.,placed on IL with flu,2017-18,Danuel House Jr.,PHX,25,200.66,99.79024,23,0.16,2017-18
2018-01-17,Grizzlies,Brandan Wright,placed on IL with illness,2017-18,Brandan Wright,MEM,30,208.28,106.59412,28,0.14,2017-18
2018-01-17,Grizzlies,Kobi Simmons,placed on IL,2017-18,Kobi Simmons,MEM,20,193.04,77.11064,32,0.163,2017-18
2018-01-17,Grizzlies,Marc Gasol,illness (DTD),2017-18,Marc Gasol,MEM,33,215.9,115.66596,73,0.255,2017-18
2018-01-17,Grizzlies,Myke Henry,placed on IL,2017-18,Myke Henry,MEM,25,198.12,95.25432,20,0.148,2017-18
2018-01-17,Heat,Tyler Johnson,placed on IL with sprained left ankle,2017-18,Tyler Johnson,MIA,26,193.04,86.18248,72,0.18,2017-18
2018-01-17,Kings,Skal Labissiere,placed on IL with strained left shoulder,2017-18,Skal Labissiere,SAC,22,210.82,102.0582,60,0.204,2017-18
2018-01-17,Knicks,Joakim Noah,placed on IL,2017-18,Joakim Noah,NYK,33,210.82,104.32616,7,0.162,2017-18
2018-01-17,Lakers,Lonzo Ball,placed on IL with sore/sprained left knee,2017-18,Lonzo Ball,LAL,20,198.12,86.18248,52,0.169,2017-18
2018-01-17,Nets,James Webb III,placed on IL,2017-18,James Webb III,BKN,24,205.74,91.625584,10,0.099,2017-18
2018-01-17,Nets,Milton Doyle,placed on IL,2017-18,Milton Doyle,BKN,24,193.04,81.64656,10,0.173,2017-18
2018-01-17,Nuggets,Jamal Murray,placed on IL with concussion,2017-18,Jamal Murray,DEN,21,193.04,93.893544,81,0.223,2017-18
2018-01-17,Pistons,Luke Kennard,thumb injury (DTD),2017-18,Luke Kennard,DET,22,195.58,90.7184,73,0.169,2017-18
2018-01-17,Raptors,Fred VanVleet,placed on IL with bruised right knee,2017-18,Fred VanVleet,TOR,24,182.88,88.45044,76,0.188,2017-18
2018-01-17,Spurs,Kawhi Leonard,placed on IL recovering from right quadriceps injury (out for season),2017-18,Kawhi Leonard,SAS,27,200.66,104.32616,9,0.304,2017-18
2018-01-17,Thunder,Kyle Singler,placed on IL,2017-18,Kyle Singler,OKC,30,203.2,103.418976,12,0.219,2017-18
2018-01-17,Warriors,Andre Iguodala,placed on IL with bruised left calf,2017-18,Andre Iguodala,GSW,34,198.12,97.52228,64,0.112,2017-18
2018-01-17,Warriors,Draymond Green,placed on IL with sore right shoulder,2017-18,Draymond Green,GSW,28,200.66,104.32616,70,0.168,2017-18
2018-01-18,76ers,Demetrius Jackson,placed on IL with strained left adductor,2017-18,Demetrius Jackson,PHI,23,185.42,91.171992,15,0.156,2017-18
2018-01-18,76ers,James Young,undisclosed (DTD),2017-18,James Young,PHI,22,198.12,97.52228,6,0.131,2017-18
2018-01-18,76ers,Richaun Holmes,placed on IL with gastroenteritis,2017-18,Richaun Holmes,PHI,24,208.28,106.59412,48,0.159,2017-18
2018-01-18,Bulls,Kris Dunn,concussion (out indefinitely),2017-18,Kris Dunn,CHI,24,193.04,95.25432,52,0.245,2017-18
2018-01-18,Cavaliers,Ante Zizic,placed on IL,2017-18,Ante Zizic,CLE,21,210.82,113.398,32,0.171,2017-18
2018-01-18,Celtics,Guerschon Yabusele,placed on IL with illness,2017-18,Guerschon Yabusele,BOS,22,203.2,117.93392,33,0.146,2017-18
2018-01-18,Celtics,Kyrie Irving,placed on IL with sore left shoulder,2017-18,Kyrie Irving,BOS,26,190.5,87.543256,60,0.298,2017-18
2018-01-18,Lakers,Kentavious Caldwell-Pope,strained right Achilles (DTD),2017-18,Kentavious Caldwell-Pope,LAL,25,195.58,92.98636,74,0.165,2017-18
2018-01-18,Rockets,Chinanu Onuaku,placed on IL with sinus surgery,2017-18,Chinanu Onuaku,HOU,21,208.28,111.13004,1,0.182,2017-18
2018-01-18,Rockets,Markel Brown,placed on IL,2017-18,Markel Brown,HOU,26,190.5,86.18248,4,0.132,2017-18
2018-01-19,Bucks,Giannis Antetokounmpo,sore right knee (DTD),2017-18,Giannis Antetokounmpo,MIL,23,210.82,100.697424,75,0.307,2017-18
2018-01-19,Grizzlies,James Ennis III,placed on IL with right calf injury,2017-18,James Ennis III,DET,27,200.66,95.25432,72,0.134,2017-18
2018-01-19,Jazz,Tony Bradley,placed on IL,2017-18,Tony Bradley,UTA,20,208.28,112.490816,9,0.158,2017-18
2018-01-19,Lakers,Brandon Ingram,sprained left ankle (DTD),2017-18,Brandon Ingram,LAL,20,205.74,86.18248,59,0.218,2017-18
2018-01-19,Lakers,Kentavious Caldwell-Pope,placed on IL with strained right Achilles,2017-18,Kentavious Caldwell-Pope,LAL,25,195.58,92.98636,74,0.165,2017-18
2018-01-19,Nuggets,Juan Hernangomez,placed on IL,2017-18,,,,,,0,0,
2018-01-19,Pistons,Kay Felder,placed on IL,2017-18,Kay Felder,DET,23,175.26,79.832192,16,0.28,2017-18
2018-01-19,Pistons,Reggie Hearn,placed on IL,2017-18,Reggie Hearn,DET,26,195.58,95.25432,3,0.105,2017-18
2018-01-19,Raptors,Lorenzo Brown,placed on IL,2017-18,Lorenzo Brown,TOR,27,195.58,85.728888,14,0.123,2017-18
2018-01-19,Raptors,Malcolm Miller,placed on IL,2017-18,Malcolm Miller,TOR,25,200.66,95.25432,15,0.114,2017-18
2018-01-19,Suns,Davon Reed,placed on IL,2017-18,Davon Reed,PHX,23,198.12,95.25432,21,0.158,2017-18
2018-01-19,Warriors,Jordan Bell,left ankle injury (out indefinitely),2017-18,Jordan Bell,GSW,23,205.74,101.604608,57,0.134,2017-18
2018-01-20,76ers,J.J. Redick,placed on IL with left fibula injury (DTD),2017-18,J.J. Redick,PHI,34,193.04,90.7184,70,0.206,2017-18
2018-01-20,76ers,Jerryd Bayless,placed on IL with sore left wrist,2017-18,Jerryd Bayless,PHI,29,190.5,90.7184,39,0.146,2017-18
2018-01-20,Bucks,Giannis Antetokounmpo,placed on IL with sore right knee,2017-18,Giannis Antetokounmpo,MIL,23,210.82,100.697424,75,0.307,2017-18
2018-01-20,Bulls,Kris Dunn,placed on IL with concussion,2017-18,Kris Dunn,CHI,24,193.04,95.25432,52,0.245,2017-18
2018-01-20,Grizzlies,Andrew Harrison,left shoulder injury (DTD),2017-18,Andrew Harrison,MEM,23,198.12,96.615096,56,0.195,2017-18
2018-01-20,Grizzlies,Brandan Wright,placed on IL with illness,2017-18,Brandan Wright,MEM,30,208.28,106.59412,28,0.14,2017-18
2018-01-20,Grizzlies,Mario Chalmers,right shoulder injury (DTD),2017-18,Mario Chalmers,MEM,32,187.96,86.18248,66,0.186,2017-18
2018-01-20,Hawks,Isaiah Taylor,placed on IL,2017-18,Isaiah Taylor,ATL,23,190.5,77.11064,67,0.195,2017-18
2018-01-20,Hawks,Tyler Cavanaugh,placed on IL,2017-18,Tyler Cavanaugh,ATL,24,205.74,107.954896,39,0.139,2017-18
2018-01-20,Heat,Goran Dragic,bruised left knee (DTD),2017-18,Goran Dragic,MIA,32,190.5,86.18248,75,0.25,2017-18
2018-01-20,Jazz,Rodney Hood,bruised lower leg (DTD),2017-18,Rodney Hood,CLE,25,203.2,93.439952,60,0.24,2017-18
2018-01-20,Timberwolves,Jamal Crawford,sprained left big toe (DTD),2017-18,Jamal Crawford,MIN,38,195.58,83.91452,80,0.231,2017-18
2018-01-20,Timberwolves,Jimmy Butler,sore right knee (DTD),2017-18,Jimmy Butler,MIN,28,203.2,107.047712,59,0.245,2017-18
2018-01-20,Warriors,Jordan Bell,placed on IL with left ankle inflammation,2017-18,Jordan Bell,GSW,23,205.74,101.604608,57,0.134,2017-18
2018-01-20,Grizzlies,James Ennis III,right calf injury (DTD),2017-18,James Ennis III,DET,27,200.66,95.25432,72,0.134,2017-18
2018-01-20,Rockets,Troy Williams,illness (DTD),2017-18,Troy Williams,NYK,23,200.66,98.883056,21,0.192,2017-18
2018-01-21,Celtics,Jarell Eddie,placed on IL,2017-18,Jarell Eddie,CHI,26,200.66,98.883056,3,0.091,2017-18
2018-01-21,Celtics,Kadeem Allen,placed on IL,2017-18,Kadeem Allen,BOS,25,190.5,90.7184,18,0.132,2017-18
2018-01-21,Grizzlies,JaMychal Green,right ankle injury (DTD),2017-18,JaMychal Green,MEM,28,205.74,102.965384,55,0.178,2017-18
2018-01-21,Lakers,Gary Payton II,placed on IL,2017-18,Gary Payton II,LAL,25,190.5,86.18248,23,0.162,2017-18
2018-01-22,Bucks,Xavier Munford,placed on IL,2017-18,Xavier Munford,MIL,26,193.04,78.471416,6,0.184,2017-18
2018-01-22,Clippers,Jawun Evans,sore lower abdominal (DTD),2017-18,Jawun Evans,LAC,21,182.88,86.18248,48,0.17,2017-18
2018-01-22,Grizzlies,JaMychal Green,placed on IL with right ankle injury,2017-18,JaMychal Green,MEM,28,205.74,102.965384,55,0.178,2017-18
2018-01-22,Hawks,Josh Magette,placed on IL,2017-18,Josh Magette,ATL,28,185.42,72.57472,18,0.119,2017-18
2018-01-22,Hornets,Michael Kidd-Gilchrist,right axillary abscess (DTD),2017-18,Michael Kidd-Gilchrist,CHA,24,200.66,105.233344,74,0.159,2017-18
2018-01-22,Mavericks,Devin Harris,placed on IL with concussion,2017-18,Devin Harris,DEN,35,190.5,83.91452,71,0.194,2017-18
2018-01-22,Nuggets,Kenneth Faried,placed on IL with sore left ankle,2017-18,Kenneth Faried,DEN,28,203.2,103.418976,32,0.173,2017-18
2018-01-22,Spurs,Pau Gasol,sprained right wrist (DTD),2017-18,Pau Gasol,SAS,37,213.36,113.398,77,0.201,2017-18
2018-01-23,Cavaliers,Channing Frye,placed on IL with strained abdominal,2017-18,Channing Frye,LAL,35,210.82,115.66596,53,0.151,2017-18
2018-01-23,Celtics,Guerschon Yabusele,placed on IL,2017-18,Guerschon Yabusele,BOS,22,203.2,117.93392,33,0.146,2017-18
2018-01-23,Kings,Zach Randolph,sore left knee (DTD),2017-18,Zach Randolph,SAC,36,205.74,113.398,59,0.27,2017-18
2018-01-23,Knicks,Kristaps Porzingis,irritation in left knee (DTD),2017-18,Kristaps Porzingis,NYK,22,220.98,108.86208,48,0.305,2017-18
2018-01-23,Knicks,Kyle O'Quinn,placed on IL with bruised left calf,2017-18,Kyle O'Quinn,NYK,28,208.28,113.398,77,0.168,2017-18
2018-01-23,Lakers,Nigel Hayes,placed on IL,2017-18,Nigel Hayes,SAC,23,200.66,115.212368,9,0.131,2017-18
2018-01-23,Spurs,Derrick White,placed on IL,2017-18,Derrick White,SAS,23,193.04,86.18248,17,0.146,2017-18
2018-01-24,Celtics,Al Horford,concussion (DTD),2017-18,Al Horford,BOS,32,208.28,111.13004,72,0.183,2017-18
2018-01-24,Celtics,Marcus Smart,right hand injury (DTD),2017-18,Marcus Smart,BOS,24,193.04,99.79024,54,0.187,2017-18
2018-01-24,Clippers,Jawun Evans,sore lower abdominal (DTD),2017-18,Jawun Evans,LAC,21,182.88,86.18248,48,0.17,2017-18
2018-01-24,Grizzlies,Jarell Martin,left knee injury (DTD),2017-18,Jarell Martin,MEM,24,208.28,108.408488,73,0.168,2017-18
2018-01-24,Grizzlies,Tyreke Evans,placed on IL with illness,2017-18,Tyreke Evans,MEM,28,198.12,99.79024,52,0.277,2017-18
2018-01-24,Mavericks,Jalen Jones,placed on IL,2017-18,Jalen Jones,DAL,25,200.66,99.79024,16,0.193,2017-18
2018-01-24,Pistons,Reggie Bullock,thumb injury (DTD),2017-18,Reggie Bullock,DET,27,200.66,92.98636,62,0.153,2017-18
2018-01-24,Spurs,LaMarcus Aldridge,rest (DTD),2017-18,LaMarcus Aldridge,SAS,32,210.82,117.93392,75,0.288,2017-18
2018-01-24,Suns,Alex Len,sore right ankle (DTD),2017-18,Alex Len,PHX,25,215.9,113.398,69,0.164,2017-18
2018-01-25,Knicks,Tim Hardaway Jr.,placed on IL,2017-18,Tim Hardaway Jr.,NYK,26,198.12,92.98636,57,0.229,2017-18
2018-01-25,Warriors,Patrick McCaw,strained back (DTD),2017-18,Patrick McCaw,GSW,22,200.66,83.91452,57,0.125,2017-18
2018-01-26,Bucks,Malcolm Brogdon,placed on IL with sore right calf,2017-18,Malcolm Brogdon,MIL,25,195.58,97.52228,48,0.189,2017-18
2018-01-26,Cavaliers,Iman Shumpert,left knee injury (DTD),2017-18,Iman Shumpert,SAC,28,195.58,99.79024,14,0.125,2017-18
2018-01-26,Clippers,Jawun Evans,placed on IL with sore lower abdominal,2017-18,Jawun Evans,LAC,21,182.88,86.18248,48,0.17,2017-18
2018-01-26,Grizzlies,Ben McLemore,sore right knee (DTD),2017-18,Ben McLemore,MEM,25,195.58,88.45044,56,0.182,2017-18
2018-01-26,Kings,Willie Cauley-Stein,bruised right knee (DTD),2017-18,Willie Cauley-Stein,SAC,24,213.36,108.86208,73,0.215,2017-18
2018-01-26,Pacers,T.J. Leaf,placed on IL with sprained right ankle,2017-18,,,,,,0,0,
2018-01-26,Pelicans,DeMarcus Cousins,torn left Achilles tendon (out for season),2017-18,DeMarcus Cousins,NOP,27,210.82,122.46984,48,0.318,2017-18
2018-01-26,Suns,Alex Len,placed on IL with sore right ankle,2017-18,Alex Len,PHX,25,215.9,113.398,69,0.164,2017-18
2018-01-26,Suns,Tyson Chandler,illness (DTD),2017-18,Tyson Chandler,PHX,35,215.9,108.86208,46,0.105,2017-18
2018-01-26,Celtics,Guerschon Yabusele,ankle injury (DTD),2017-18,Guerschon Yabusele,BOS,22,203.2,117.93392,33,0.146,2017-18
2018-01-26,Grizzlies,Kobi Simmons,placed on IL,2017-18,Kobi Simmons,MEM,20,193.04,77.11064,32,0.163,2017-18
2018-01-26,Grizzlies,Tyreke Evans,illness (DTD),2017-18,Tyreke Evans,MEM,28,198.12,99.79024,52,0.277,2017-18
2018-01-27,Celtics,Marcus Smart,placed on IL with right hand injury,2017-18,Marcus Smart,BOS,24,193.04,99.79024,54,0.187,2017-18
2018-01-27,Grizzlies,Mike Conley Jr.,surgery on left heel to smooth bone (out for season) (date approximate),2017-18,Mike Conley Jr.,MEM,30,185.42,79.3786,12,0.26,2017-18
2018-01-27,Hornets,Michael Carter-Williams,strained left shoulder (DTD),2017-18,Michael Carter-Williams,CHA,26,198.12,86.18248,52,0.166,2017-18
2018-01-27,Mavericks,J.J. Barea,strained left oblique (DTD),2017-18,J.J. Barea,DAL,34,182.88,83.91452,69,0.243,2017-18
2018-01-27,Nets,Caris LeVert,sore left groin (DTD),2017-18,Caris LeVert,BKN,23,200.66,92.079176,71,0.216,2017-18
2018-01-27,Nets,D'Angelo Russell,placed on IL for rest,2017-18,D'Angelo Russell,BKN,22,195.58,88.45044,48,0.295,2017-18
2018-01-27,Nets,Rondae Hollis-Jefferson,placed on IL with strained right groin,2017-18,Rondae Hollis-Jefferson,BKN,23,200.66,97.068688,68,0.217,2017-18
2018-01-27,Nuggets,Tyler Lydon,arthroscopic surgery on left knee (out for season),2017-18,Tyler Lydon,DEN,22,205.74,99.79024,1,0,2017-18
2018-01-27,Pelicans,DeMarcus Cousins,surgery to repair torn left Achilles tendon (out for season),2017-18,DeMarcus Cousins,NOP,27,210.82,122.46984,48,0.318,2017-18
2018-01-27,Thunder,Andre Roberson,torn patellar tendon in left knee (out for season),2017-18,Andre Roberson,OKC,26,200.66,95.25432,39,0.085,2017-18
2018-01-27,Warriors,Patrick McCaw,placed on IL with strained back,2017-18,Patrick McCaw,GSW,22,200.66,83.91452,57,0.125,2017-18
2018-01-27,Wizards,John Wall,placed on IL with sore left knee,2017-18,John Wall,WAS,27,193.04,95.25432,41,0.281,2017-18
2018-01-28,Kings,Garrett Temple,sprained right ankle (DTD),2017-18,Garrett Temple,SAC,32,198.12,88.45044,65,0.16,2017-18
2018-01-28,Kings,Malachi Richardson,sprained left ankle (DTD),2017-18,Malachi Richardson,TOR,22,198.12,92.98636,26,0.149,2017-18
2018-01-28,Kings,Skal Labissiere,placed on IL with strained left shoulder,2017-18,Skal Labissiere,SAC,22,210.82,102.0582,60,0.204,2017-18
2018-01-28,Kings,Willie Cauley-Stein,placed on IL with bruised right knee,2017-18,Willie Cauley-Stein,SAC,24,213.36,108.86208,73,0.215,2017-18
2018-01-28,Lakers,Ivica Zubac,placed on IL,2017-18,Ivica Zubac,LAL,21,215.9,108.86208,43,0.172,2017-18
2018-01-28,Lakers,Thomas Bryant,placed on IL,2017-18,Thomas Bryant,LAL,20,208.28,112.490816,15,0.161,2017-18
2018-01-28,Pistons,Avery Bradley,sore right groin/hamstring (DTD),2017-18,Avery Bradley,LAC,27,187.96,81.64656,46,0.229,2017-18
2018-01-28,Thunder,Andre Roberson,surgery on left knee to repair torn patellar tendon (out for season),2017-18,Andre Roberson,OKC,26,200.66,95.25432,39,0.085,2017-18
2018-01-28,Thunder,Andre Roberson,placed on IL recovering from surgery on left knee to repair torn patellar tendon (out for season),2017-18,Andre Roberson,OKC,26,200.66,95.25432,39,0.085,2017-18
2018-01-29,76ers,Joel Embiid,placed on IL for rest,2017-18,Joel Embiid,PHI,24,213.36,113.398,63,0.33,2017-18
2018-01-29,Celtics,Shane Larkin,sore right knee (DTD),2017-18,Shane Larkin,BOS,25,180.34,79.3786,54,0.153,2017-18
2018-01-29,Grizzlies,James Ennis III,placed on IL with right calf injury,2017-18,James Ennis III,DET,27,200.66,95.25432,72,0.134,2017-18
2018-01-29,Mavericks,Johnathan Motley,placed on IL,2017-18,Johnathan Motley,DAL,23,208.28,104.32616,11,0.24,2017-18
2018-01-29,Mavericks,J.J. Barea,placed on IL with strained left oblique,2017-18,J.J. Barea,DAL,34,182.88,83.91452,69,0.243,2017-18
2018-01-29,Nuggets,Wilson Chandler,placed on IL with illness,2017-18,Wilson Chandler,DEN,31,205.74,102.0582,74,0.142,2017-18
2018-01-29,Rockets,Trevor Ariza,strained left hamstring (DTD),2017-18,Trevor Ariza,HOU,33,203.2,97.52228,67,0.141,2017-18
2018-01-29,Suns,Danuel House Jr.,placed on IL,2017-18,Danuel House Jr.,PHX,25,200.66,99.79024,23,0.16,2017-18
2018-01-29,Suns,Devin Booker,placed on IL with bruised right rib,2017-18,Devin Booker,PHX,21,198.12,95.25432,54,0.301,2017-18
2018-01-29,Suns,Marquese Chriss,placed on IL with sprained left ankle,2017-18,Marquese Chriss,PHX,20,208.28,108.86208,72,0.176,2017-18
2018-01-29,Pacers,Ben Moore,placed on IL,2017-18,Ben Moore,IND,23,203.2,99.79024,2,0,2017-18
2018-01-30,Cavaliers,Cedi Osman,placed on IL,2017-18,Cedi Osman,CLE,23,203.2,97.52228,61,0.151,2017-18
2018-01-30,Cavaliers,Kevin Love,fractured left hand (out indefinitely),2017-18,Kevin Love,CLE,29,208.28,113.851592,59,0.248,2017-18
2018-01-30,Clippers,Avery Bradley,placed on IL with sore right groin/hamstring,2017-18,Avery Bradley,LAC,27,187.96,81.64656,46,0.229,2017-18
2018-01-30,Hornets,Marvin Williams,sprained left ankle (DTD),2017-18,Marvin Williams,CHA,32,205.74,107.501304,78,0.145,2017-18
2018-01-30,Magic,Aaron Gordon,strained left hip flexor (DTD),2017-18,Aaron Gordon,ORL,22,205.74,99.79024,58,0.238,2017-18
2018-01-30,Nets,Caris LeVert,placed on IL with sore left groin,2017-18,Caris LeVert,BKN,23,200.66,92.079176,71,0.216,2017-18
2018-01-30,Nuggets,Mason Plumlee,placed on IL with strained right calf,2017-18,Mason Plumlee,DEN,28,210.82,115.66596,74,0.161,2017-18
2018-01-30,Pelicans,DeMarcus Cousins,placed on IL recovering from surgery to repair torn left Achilles tendon (out for season),2017-18,DeMarcus Cousins,NOP,27,210.82,122.46984,48,0.318,2017-18
2018-01-30,Raptors,C.J. Miles,placed on IL with sore right knee,2017-18,C.J. Miles,TOR,31,198.12,102.0582,70,0.214,2017-18
2018-01-30,Rockets,Chris Paul,sore right groin (DTD),2017-18,Chris Paul,HOU,33,182.88,79.3786,58,0.241,2017-18
2018-01-30,Rockets,R.J. Hunter,placed on IL,2017-18,R.J. Hunter,HOU,24,195.58,83.91452,5,0.214,2017-18
2018-01-30,Rockets,Trevor Ariza,placed on IL with sprained left hamstring,2017-18,Trevor Ariza,HOU,33,203.2,97.52228,67,0.141,2017-18
2018-01-30,Rockets,Troy Williams,placed on IL,2017-18,Troy Williams,NYK,23,200.66,98.883056,21,0.192,2017-18
2018-01-30,Warriors,Damian Jones,placed on IL with flu,2017-18,Damian Jones,GSW,23,213.36,111.13004,15,0.143,2017-18
2018-01-30,Warriors,Kevon Looney,placed on IL with flu,2017-18,Kevon Looney,GSW,22,205.74,99.79024,66,0.121,2017-18
2018-01-31,76ers,Larry Drew II,placed on IL,2017-18,Larry Drew II,NOP,28,187.96,81.64656,10,0.17,2017-18
2018-01-31,Bulls,Nikola Mirotic,placed on IL,2017-18,Nikola Mirotic,NOP,27,208.28,107.954896,55,0.223,2017-18
2018-01-31,Cavaliers,Kevin Love,placed on IL with fractured left hand,2017-18,Kevin Love,CLE,29,208.28,113.851592,59,0.248,2017-18
2018-01-31,Celtics,Kyrie Irving,placed on IL with bruised right quadriceps,2017-18,Kyrie Irving,BOS,26,190.5,87.543256,60,0.298,2017-18
2018-01-31,Grizzlies,Deyonta Davis,sore knees (DTD),2017-18,Deyonta Davis,MEM,21,210.82,107.501304,62,0.144,2017-18
2018-01-31,Grizzlies,Mario Chalmers,left hamstring injury (DTD),2017-18,Mario Chalmers,MEM,32,187.96,86.18248,66,0.186,2017-18
2018-01-31,Grizzlies,Tyreke Evans,DNP,2017-18,Tyreke Evans,MEM,28,198.12,99.79024,52,0.277,2017-18
2018-01-31,Hornets,Marvin Williams,placed on IL with sprained left ankle,2017-18,Marvin Williams,CHA,32,205.74,107.501304,78,0.145,2017-18
2018-01-31,Knicks,Ron Baker,placed on IL with dislocated right shoulder (out for season),2017-18,Ron Baker,NYK,25,193.04,99.79024,29,0.102,2017-18
2018-01-31,Pelicans,DeMarcus Cousins,surgery to repair torn left Achilles tendon (out for season),2017-18,DeMarcus Cousins,NOP,27,210.82,122.46984,48,0.318,2017-18
2018-01-31,Suns,Alex Len,placed on IL with sore right ankle,2017-18,Alex Len,PHX,25,215.9,113.398,69,0.164,2017-18
2018-01-31,Suns,Greg Monroe,placed on IL,2017-18,Greg Monroe,BOS,28,210.82,120.20188,51,0.218,2017-18
2018-01-31,Suns,Isaiah Canaan,fractured left ankle (out indefinitely),2017-18,Isaiah Canaan,OKC,27,182.88,91.171992,20,0.193,2017-18
2018-01-31,Wizards,John Wall,arthroscopic surgery on left knee (out indefinitely),2017-18,John Wall,WAS,27,193.04,95.25432,41,0.281,2017-18
2018-02-01,Bucks,Eric Bledsoe,placed on IL with sore left ankle,2017-18,Eric Bledsoe,MIL,28,185.42,92.98636,74,0.254,2017-18
2018-02-01,Grizzlies,Mario Chalmers,placed on IL with left hamstring injury,2017-18,Mario Chalmers,MEM,32,187.96,86.18248,66,0.186,2017-18
2018-02-01,Grizzlies,Tyreke Evans,illness (DTD),2017-18,Tyreke Evans,MEM,28,198.12,99.79024,52,0.277,2017-18
